palatalising	PAL/-T/-L/-S/-NG | 4A4/-7/-4/-1/-2
palatalised	PAL/-T/-L/-S/-D | 4A4/-7/-4/-1/-5
patinas	PAT/-N/-S | 4A7/-6/-1
parasiting	PAR/-S/-T/-NG | 4A8/-1/-7/-2
parral	PAR/-L | 4A8/-4
paralysingly	PAR/-L/-S/-NG/-L | 4A8/-4/-1/-2/-4
paralyser	PAR/-L/-S/-R | 4A8/-4/-1/-8
parallelising	PAR/-L/-L/-S/-NG | 4A8/-4/-4/-1/-2
peltingly	PEL/-T/-NG/-L | 4E4/-7/-2/-4
pettier	PET/-Y/-R | 4E7/-3/-8
ponging	PONG/-NG | 4O2/-2
ponged	PONG/-D | 4O2/-5
pollinates	POL/-N/-T/-S | 4O4/-6/-7/-1
pottier	POT/-Y/-R | 4O7/-3/-8
potteringly	POT/-R/-NG/-L | 4O7/-8/-2/-4
pulsates	PUL/-S/-T/-S | 4U4/-1/-7/-1
pulsator	PUL/-S/-T/-R | 4U4/-1/-7/-8
punner	PUN/-R | 4U6/-8
lobularity	L/B/LAR/-T | 5/3/5A8/-7
latinises	LAT/-N/-S/-S | 5A7/-6/-1/-1
latinised	LAT/-N/-S/-D | 5A7/-6/-1/-5
decolorises	D/KOL/-R/-S/-S | 6/2O4/-8/-1/-1
disadorn	D/S/DOR/-N | 6/7/6O8/-6
desalinate	D/SAL/-N/-T | 6/7A4/-6/-7
dataset	D/T/SET | 6/8/7E7
datasets	D/T/SET/-S | 6/8/7E7/-1
dataset	DAT/-S/-T | 6A7/-1/-7
datasets	DAT/-S/-T/-S | 6A7/-1/-7/-1
desolater	DES/-L/-T/-R | 6E1/-4/-7/-8
deltaed	DEL/-T/-D | 6E4/-7/-5
deadenings	DED/-N/-NG/-S | 6E5/-6/-2/-1
deadener	DED/-N/-R | 6E5/-6/-8
duetted	DET/-D | 6E7/-5
dongs	DONG/-S | 6O2/-1
donged	DONG/-D | 6O2/-5
dodderer	DOD/-R/-R | 6O5/-8/-8
dottier	DOT/-R | 6O7/-8
cerebella	S/R/BEL | 7/1/3E4
sororial	S/ROR/-L | 7/1O8/-4
sectorial	S/K/TOR/-L | 7/2/8O8/-4
scannings	S/KAN/-NG/-S | 7/2A6/-2/-1
psychoanalysed	S/KAN/-L/-S/-D | 7/2A6/-4/-1/-5
scattier	S/KAT/-Y/-R | 7/2A7/-3/-8
scattily	S/KAT/-L | 7/2A7/-4
scatterer	S/KAT/-R/-R | 7/2A7/-8/-8
scuts	S/KUT/-S | 7/2U7/-1
subparallel	S/B/PAR/-L/-L | 7/3/4A8/-4/-4
sublets	S/B/LET/-S | 7/3/5E7/-1
subletter	S/B/LET/-R | 7/3/5E7/-8
subsatellite	S/B/SAT/-L/-T | 7/3/7A7/-4/-7
subsatellites	S/B/SAT/-L/-T/-S | 7/3/7A7/-4/-7/-1
subcellular	S/B/SEL/-L/-R | 7/3/7E4/-4/-8
subsetting	S/B/SET/-NG | 7/3/7E7/-2
subedit	S/BED/-T | 7/3E5/-7
subedits	S/BED/-T/-S | 7/3E5/-7/-1
subediting	S/BED/-T/-NG | 7/3E5/-7/-2
subedited	S/BED/-T/-D | 7/3E5/-7/-5
salopette	S/L/PET | 7/5/4E7
cellularity	S/L/LAR/-T | 7/5/5A8/-7
slangingly	S/LANG/-NG/-L | 7/5A2/-2/-4
slangily	S/LANG/-L | 7/5A2/-4
solaris	S/LAR/-S | 7/5A8/-1
slotter	S/LOT/-R | 7/5O7/-8
cytoskeleton	S/T/S/KEL/-T/-N | 7/8/7/2E4/-7/-6
saddeningly	SAD/-N/-NG/-L | 7A5/-6/-2/-4
satelite	SAT/-L/-T | 7A7/-4/-7
satelites	SAT/-L/-T/-S | 7A7/-4/-7/-1
cellularity	SEL/-L/-R/-T | 7E4/-4/-8/-7
sullener	SUL/-N/-R | 7U4/-6/-8
sultrily	SUL/-T/-R/-L | 7U4/-7/-8/-4
sultrier	SUL/-T/-R/-R | 7U4/-7/-8/-8
sudd	SUD | 7U5
suddener	SUD/-N/-R | 7U5/-6/-8
territoriality	T/R/T/RAL/-T | 8/1/8/1A4/-7
territorialises	T/R/TOR/-L/-S/-S | 8/1/8O8/-4/-1/-1
territorialised	T/R/TOR/-L/-S/-D | 8/1/8O8/-4/-1/-5
territoriality	T/R/TOR/-L/-T | 8/1/8O8/-4/-7
territoried	T/R/TOR/-D | 8/1/8O8/-5
territorian	T/R/TOR/-N | 8/1/8O8/-6
tubularity	T/B/LAR/-T | 8/3/5A8/-7
tangoing	TANG/-NG | 8A2/-2
tanglingly	TANG/-L/-NG/-L | 8A2/-4/-2/-4
tangler	TANG/-L/-R | 8A2/-4/-8
tallyings	TAL/-NG/-S | 8A4/-2/-1
tattier	TAT/-Y/-R | 8A7/-3/-8
tattlingly	TAT/-L/-NG/-L | 8A7/-4/-2/-4
telnets	TEL/-N/-T/-S | 8E4/-6/-7/-1
telnetting	TEL/-N/-T/-NG | 8E4/-6/-7/-2
telnetted	TEL/-N/-T/-D | 8E4/-6/-7/-5
terylene	TER/-L/-N | 8E8/-4/-6
territorialises	TER/-T/-R/-L/-S/-S | 8E8/-7/-8/-4/-1/-1
territorialised	TER/-T/-R/-L/-S/-D | 8E8/-7/-8/-4/-1/-5
territoriality	TER/-T/-R/-L/-T | 8E8/-7/-8/-4/-7
territoried	TER/-T/-R/-D | 8E8/-7/-8/-5
territorian	TER/-T/-R/-N | 8E8/-7/-8/-6
terrorises	TER/-R/-S/-S | 8E8/-8/-1/-1
terrorising	TER/-R/-S/-NG | 8E8/-8/-1/-2
terrorised	TER/-R/-S/-D | 8E8/-8/-1/-5
terroriser	TER/-R/-S/-R | 8E8/-8/-1/-8
tolerator	TOL/-R/-T/-R | 8O4/-8/-7/-8
torridly	TOR/-D/-L | 8O8/-5/-4
tunneller	TUN/-L/-R | 8U6/-4/-8
tutted	TUT/-D | 8U7/-5
asininely	AS/-N/-N/-L | A1/-6/-6/-4
adulates	AD/-L/-T/-S | A5/-4/-7/-1
adulating	AD/-L/-T/-NG | A5/-4/-7/-2
annulate	AN/-L/-T | A6/-4/-7
editorialises	ED/-T/-R/-L/-S/-S | E5/-7/-8/-4/-1/-1
editorialising	ED/-T/-R/-L/-S/-NG | E5/-7/-8/-4/-1/-2
editorialised	ED/-T/-R/-L/-S/-D | E5/-7/-8/-4/-1/-5
eruditely	ER/-D/-T/-L | E8/-5/-7/-4
erroring	ER/-R/-NG | E8/-8/-2
orienteer	OR/-N/-T/-R | O8/-6/-7/-8
orienteering	OR/-N/-T/-R/-NG | O8/-6/-7/-8/-2
oratorial	OR/-T/-R/-L | O8/-7/-8/-4
ululating	UL/-L/-T/-NG | U4/-4/-7/-2
ululatings	UL/-L/-T/-NG/-S | U4/-4/-7/-2/-1
unsolidity	UN/-S/-L/-D/-T | U6/-1/-4/-5/-7
unallotted	UN/-L/-T/-D | U6/-4/-7/-5
undesiring	UN/-D/-S/-R/-NG | U6/-5/-1/-8/-2
unrelate	UN/-R/-L/-T | U6/-8/-4/-7
unrelates	UN/-R/-L/-T/-S | U6/-8/-4/-7/-1
unirradiated	UN/-R/-D/-T/-D | U6/-8/-5/-7/-5
unretreating	UN/-R/-T/-R/-T/-NG | U6/-8/-7/-8/-7/-2
